,21070,12593,12666,12974,15338,15339,15849,17294,17296,17456,17474,17498,20403,20497,20499,20500,20509,20525,20550,21148,21266,3206,5651,6315,ZINC100199761,ZINC100232131,ZINC142456176,(E)-Nerolidol,ZINC1676040,ZINC175245225,ZINC1846611,ZINC1849759,ZINC2018831,ZINC2600024,ZINC33841709,ZINC3861087,ZINC4098262,ZINC59206468,ZINC59586886,ZINC59778978,ZINC6071066,ZINC62237753,ZINC64634151,ZINC8220462,ZINC8234296,ZINC968471,Unnamed: 47
17474,0.8957934990439771,0.7271993543179984,0.7283049472830495,0.7468030690537084,0.7017268445839875,0.6858678955453149,0.848816029143898,0.5196353436185133,0.5193798449612403,0.5630538513974097,0.0,0.6430077301475756,0.8728813559322034,0.8375992939099735,0.8458781362007168,0.8374125874125875,0.847246891651865,0.8703358208955224,0.890462700661001,0.904716073147257,0.9034749034749034,0.903807615230461,0.8090671316477768,0.8712328767123287,0.9340446168768187,0.8719346049046321,0.9303000968054211,0.9359223300970874,0.8933582787652012,0.827485380116959,0.9227053140096619,0.8824644549763034,0.8869158878504673,0.9807106598984772,0.865255052935515,0.9493545183714002,0.8881578947368421,0.9110690633869442,0.9600798403193613,0.9093484419263456,0.824376199616123,0.9230769230769231,0.8894009216589862,0.8818681318681318,0.920268972142171,0.8565776458951533,
17498,0.9123468426013196,0.7792408985282727,0.7918272937548188,0.8200803212851406,0.7664179104477612,0.7509130752373996,0.8743315508021391,0.6218158066623123,0.6238532110091743,0.6237753102547354,0.6430077301475756,0.0,0.8987108655616943,0.8635578583765113,0.8730297723292471,0.8611825192802057,0.862280701754386,0.891941391941392,0.903828197945845,0.9222748815165877,0.9241706161137441,0.9408914728682171,0.8432203389830509,0.8933691756272402,0.9391304347826087,0.8859964093357272,0.9404990403071019,0.9296187683284458,0.9035250463821893,0.9042844120328168,0.9400570884871551,0.9082483781278962,0.8991674375578169,0.9848178137651822,0.9031657355679703,0.9575936883629192,0.9075785582255084,0.9161168708765316,0.9569138276553107,0.9133709981167609,0.8507042253521127,0.9291115311909263,0.902461257976299,0.8959276018099548,0.9365530303030303,0.8665358194308146,
20403,0.3399209486166008,0.7832369942196532,0.787481804949054,0.8068181818181819,0.8217948717948718,0.8240963855421687,0.7611241217798594,0.8831168831168832,0.8858075040783036,0.8900565885206144,0.8728813559322034,0.8987108655616943,0.0,0.7320261437908497,0.710955710955711,0.7807377049180328,0.599502487562189,0.25,0.24,0.3944223107569721,0.7269841269841271,0.8639240506329113,0.6854166666666667,0.8766816143497758,0.5669291338582677,0.7131979695431472,0.7788778877887789,0.8788819875776398,0.6745562130177515,0.8358208955223881,0.8888888888888888,0.6586102719033233,0.7008547008547009,0.9282868525896415,0.8222811671087534,0.8706293706293707,0.6086956521739131,0.7544910179640719,0.9628378378378379,0.7195121951219512,0.9254385964912281,0.7945619335347431,0.8619854721549637,0.8510638297872342,0.8724637681159421,0.9475,
20497,0.7050359712230216,0.5956204379562045,0.5818452380952381,0.5844370860927153,0.6346911957950065,0.6485819975339089,0.4906976744186047,0.8211189913317574,0.8215701823949246,0.839035769828927,0.8375992939099735,0.8635578583765113,0.7320261437908497,0.0,0.16621253405994552,0.348729792147806,0.58004158004158,0.7292110874200427,0.7301587301587302,0.7022332506203475,0.854945054945055,0.7394736842105264,0.5245579567779961,0.689873417721519,0.8337349397590362,0.5846501128668171,0.7071240105540897,0.7506493506493507,0.6146341463414634,0.7876288659793815,0.6666666666666667,0.535064935064935,0.5116279069767442,0.9486486486486487,0.6883720930232557,0.7556179775280899,0.5800000000000001,0.6666666666666667,0.8521505376344086,0.6829268292682926,0.8619402985074627,0.6449086161879896,0.6436781609195402,0.6382022471910114,0.721105527638191,0.8845360824742268,
20499,0.6552631578947368,0.621861152141802,0.6063348416289593,0.611764705882353,0.6693017127799736,0.677819083023544,0.5342789598108747,0.8366375892149088,0.8381180223285487,0.8463356973995272,0.8458781362007168,0.8730297723292471,0.710955710955711,0.16621253405994552,0.0,0.4302059496567505,0.5813449023861172,0.6905311778290992,0.6953316953316953,0.6502732240437159,0.839622641509434,0.7323943661971831,0.5472837022132797,0.6902654867256638,0.8120104438642298,0.6252873563218391,0.6598837209302326,0.7548209366391185,0.5432432432432432,0.7900432900432901,0.6694915254237288,0.5618279569892473,0.5755208333333333,0.9442815249266863,0.6822660098522169,0.7339449541284404,0.494413407821229,0.6071428571428572,0.8563218390804598,0.6517150395778364,0.8607843137254902,0.603988603988604,0.6546762589928058,0.676605504587156,0.7467362924281985,0.8845315904139434,
20500,0.7765486725663717,0.6130867709815078,0.6239316239316239,0.5629139072847682,0.6047745358090186,0.6206467661691542,0.5577342047930283,0.8127458693941778,0.8168902920284136,0.8188235294117647,0.8374125874125875,0.8611825192802057,0.7807377049180328,0.348729792147806,0.4302059496567505,0.0,0.6641074856046065,0.7844311377245509,0.7911392405063291,0.7734553775743708,0.8805031446540881,0.7607052896725441,0.6007326007326007,0.6680672268907564,0.8730158730158731,0.6938775510204083,0.7908653846153846,0.7202072538860105,0.7117516629711752,0.802788844621514,0.6812339331619538,0.6229116945107399,0.5909090909090908,0.953125,0.6612529002320187,0.7608695652173914,0.6884875846501128,0.7662921348314606,0.8266666666666667,0.7711111111111111,0.8672727272727273,0.7627906976744185,0.6805251641137856,0.6365638766519823,0.7746478873239437,0.8808080808080808,
20509,0.48985507246376814,0.6993103448275861,0.7027777777777777,0.7275494672754947,0.725,0.7447552447552448,0.5450346420323327,0.8397486252945798,0.8393987341772152,0.8466353677621283,0.847246891651865,0.862280701754386,0.599502487562189,0.58004158004158,0.5813449023861172,0.6641074856046065,0.0,0.550251256281407,0.5911458333333333,0.4819277108433735,0.8486238532110092,0.8205128205128205,0.5182186234817814,0.7935871743486974,0.7795275590551181,0.645879732739421,0.744,0.8123393316195373,0.5923076923076923,0.8458417849898581,0.7853535353535354,0.5917312661498708,0.6212871287128713,0.9458689458689459,0.7834821428571429,0.8056338028169014,0.536,0.6944444444444444,0.9090909090909091,0.7007481296758105,0.8890977443609023,0.6842105263157895,0.7254464285714286,0.7321814254859611,0.7371134020618557,0.9102296450939458,
20525,0.24291497975708498,0.7875354107648727,0.7865329512893983,0.7977528089887641,0.8129770992366413,0.8256227758007118,0.7342657342657344,0.8808373590982287,0.8843977364591755,0.8868378812199037,0.8703358208955224,0.891941391941392,0.25,0.7292110874200427,0.6905311778290992,0.7844311377245509,0.550251256281407,0.0,0.17670682730923692,0.31174089068825916,0.7111801242236024,0.8731117824773413,0.65625,0.8804347826086957,0.4819277108433735,0.6743002544529262,0.7886435331230284,0.8839285714285715,0.653061224489796,0.841346153846154,0.8901408450704226,0.6876790830945558,0.7262872628726288,0.9360902255639099,0.8405063291139241,0.8841059602649007,0.5828220858895705,0.7202380952380953,0.9645161290322581,0.6927710843373494,0.9322033898305085,0.7744807121661722,0.8530805687203792,0.847926267281106,0.8774373259052926,0.9543269230769231,
20550,0.26956521739130435,0.7994143484626647,0.8002958579881657,0.8096828046744575,0.8274509803921569,0.8380024360535931,0.7229219143576826,0.8955954323001631,0.898360655737705,0.9025182778229083,0.890462700661001,0.903828197945845,0.24,0.7301587301587302,0.6953316953316953,0.7911392405063291,0.5911458333333333,0.17670682730923692,0.0,0.32894736842105265,0.6748251748251749,0.8614864864864865,0.6556291390728477,0.8808411214953271,0.3943661971830986,0.6527777777777778,0.7746478873239437,0.8737541528239203,0.6258064516129032,0.8385416666666667,0.8881987577639752,0.6934984520123839,0.7346938775510203,0.9260869565217392,0.8501362397820165,0.868421052631579,0.5410958904109588,0.695364238410596,0.9636363636363637,0.6644295302013423,0.9315068493150684,0.7557755775577558,0.8483290488431877,0.8486352357320099,0.8742331288343559,0.9554973821989529,
21148,0.08994708994709,0.7953846153846154,0.8018575851393189,0.8077601410934745,0.8440860215053764,0.85375,0.6908077994428969,0.9106699751861043,0.9108333333333334,0.9149463253509497,0.904716073147257,0.9222748815165877,0.3944223107569721,0.7022332506203475,0.6502732240437159,0.7734553775743708,0.4819277108433735,0.31174089068825916,0.32894736842105265,0.0,0.7872340425531915,0.8416988416988417,0.6116504854368932,0.8781725888324873,0.6383928571428572,0.7590027700831025,0.78515625,0.8646616541353385,0.5645756457564576,0.8314285714285715,0.8736842105263158,0.6101083032490975,0.6722408026755853,0.9175257731958764,0.8153846153846154,0.8471615720524018,0.46850393700787396,0.7158273381294964,0.9623430962343097,0.7243816254416962,0.9410319410319411,0.7218045112781954,0.8290598290598291,0.8365122615803815,0.8501742160278746,0.9597701149425288,
21266,0.7663230240549829,0.842962962962963,0.8355957767722474,0.8595600676818951,0.8769633507853404,0.8786764705882353,0.761904761904762,0.9096185737976783,0.9106844741235393,0.913907284768212,0.9034749034749034,0.9241706161137441,0.7269841269841271,0.854945054945055,0.839622641509434,0.8805031446540881,0.8486238532110092,0.7111801242236024,0.6748251748251749,0.7872340425531915,0.0,0.8796992481203008,0.8075313807531381,0.7945205479452055,0.5774647887323944,0.7471910112359551,0.7540322580645162,0.9130434782608696,0.8055555555555556,0.8725761772853187,0.8647686832740213,0.8393939393939394,0.841642228739003,0.9278350515463918,0.8962536023054755,0.8558951965065503,0.8165137614678899,0.7543859649122808,0.9531914893617022,0.7491289198606272,0.9056122448979592,0.7928571428571429,0.8314285714285715,0.8387978142076503,0.8571428571428572,0.9380530973451328,
3206,0.8514492753623188,0.7905073649754502,0.7873754152823921,0.7534516765285996,0.8139534883720931,0.8281879194630873,0.7580174927113703,0.9202714164546226,0.9195893926432849,0.9126712328767124,0.903807615230461,0.9408914728682171,0.8639240506329113,0.7394736842105264,0.7323943661971831,0.7607052896725441,0.8205128205128205,0.8731117824773413,0.8614864864864865,0.8416988416988417,0.8796992481203008,0.0,0.7692307692307693,0.8083832335329342,0.9033613445378152,0.8187134502923977,0.8289473684210527,0.7164179104477613,0.8103448275862069,0.7010676156583631,0.740909090909091,0.7132075471698114,0.7392857142857143,0.922077922077922,0.39906103286384975,0.6982248520710059,0.8062283737024222,0.849264705882353,0.7710843373493976,0.8514492753623188,0.8550295857988166,0.84375,0.8006535947712419,0.8068535825545172,0.7345132743362832,0.8478260869565218,
5651,0.627039627039627,0.57001414427157,0.5177514792899408,0.5324675324675325,0.5814863102998697,0.6087484811664642,0.511727078891258,0.7967289719626169,0.7989045383411582,0.8092664092664092,0.8090671316477768,0.8432203389830509,0.6854166666666667,0.5245579567779961,0.5472837022132797,0.6007326007326007,0.5182186234817814,0.65625,0.6556291390728477,0.6116504854368932,0.8075313807531381,0.7692307692307693,0.0,0.7382297551789077,0.8102678571428572,0.6533864541832669,0.7406542056074767,0.7844036697247707,0.5203836930455636,0.7702702702702703,0.7607223476297968,0.6099773242630385,0.6080178173719377,0.9546539379474941,0.7438524590163935,0.8029197080291971,0.5203836930455636,0.6853932584269663,0.9032258064516129,0.6997792494481236,0.8811544991511036,0.6942528735632184,0.7245508982035929,0.7003968253968254,0.7709251101321586,0.9074074074074074,
6315,0.8804878048780488,0.6948148148148149,0.6847662141779789,0.6859083191850595,0.7054054054054054,0.7232704402515724,0.6346153846153847,0.853322528363047,0.8558631921824105,0.8576051779935275,0.8712328767123287,0.8933691756272402,0.8766816143497758,0.689873417721519,0.6902654867256638,0.6680672268907564,0.7935871743486974,0.8804347826086957,0.8808411214953271,0.8781725888324873,0.7945205479452055,0.8083832335329342,0.7382297551789077,0.0,0.8805555555555556,0.6682926829268293,0.7015873015873015,0.7421383647798743,0.7251308900523561,0.8758314855875832,0.5246478873239437,0.7085561497326203,0.7109375,0.9452054794520548,0.7551546391752578,0.7474048442906576,0.7350649350649351,0.7254901960784315,0.7816901408450705,0.7214484679665738,0.79498861047836,0.6964285714285715,0.5742296918767507,0.5616438356164384,0.6830769230769231,0.8557213930348259,
ZINC100199761,0.5877192982456141,0.8895522388059702,0.8829787234042554,0.8902439024390244,0.8979865771812081,0.9052369077306734,0.7685714285714286,0.9394190871369295,0.9433333333333334,0.9383846794338052,0.9340446168768187,0.9391304347826087,0.5669291338582677,0.8337349397590362,0.8120104438642298,0.8730158730158731,0.7795275590551181,0.4819277108433735,0.3943661971830986,0.6383928571428572,0.5774647887323944,0.9033613445378152,0.8102678571428572,0.8805555555555556,0.0,0.5798611111111112,0.6985645933014354,0.926530612244898,0.7132352941176471,0.9085545722713865,0.8629032258064517,0.8389261744966443,0.8451612903225807,0.9038461538461539,0.91875,0.8341968911917099,0.7226277372262774,0.605263157894737,0.955,0.5625,0.9405405405405406,0.6798245614035088,0.8301886792452831,0.8348348348348349,0.8543307086614174,0.9546925566343043,
ZINC100232131,0.7533512064343164,0.7328571428571429,0.727536231884058,0.7459807073954984,0.7593307593307594,0.7698795180722892,0.473404255319149,0.8677290836653387,0.8702962369895917,0.8719172633253779,0.8719346049046321,0.8859964093357272,0.7131979695431472,0.5846501128668171,0.6252873563218391,0.6938775510204083,0.645879732739421,0.6743002544529262,0.6527777777777778,0.7590027700831025,0.7471910112359551,0.8187134502923977,0.6533864541832669,0.6682926829268293,0.5798611111111112,0.0,0.597972972972973,0.7988165680473374,0.5833333333333333,0.8847826086956522,0.6111111111111112,0.6454293628808865,0.6568364611260054,0.9391891891891893,0.8131067961165049,0.7397260273972603,0.5873925501432665,0.48355263157894735,0.8305647840531563,0.5096153846153847,0.8713080168776373,0.5490196078431373,0.553370786516854,0.5412087912087913,0.6646153846153846,0.8798076923076923,
ZINC142456176,0.7480916030534353,0.8095238095238095,0.7951219512195122,0.8136531365313653,0.8401122019635344,0.853437094682231,0.6512345679012346,0.9191919191919192,0.9212531752751906,0.9289297658862877,0.9303000968054211,0.9404990403071019,0.7788778877887789,0.7071240105540897,0.6598837209302326,0.7908653846153846,0.744,0.7886435331230284,0.7746478873239437,0.78515625,0.7540322580645162,0.8289473684210527,0.7406542056074767,0.7015873015873015,0.6985645933014354,0.597972972972973,0.0,0.8044444444444445,0.48510638297872344,0.9132947976878613,0.5077720207253886,0.6865671641791045,0.7,0.89375,0.8496732026143791,0.6799999999999999,0.5228215767634855,0.39603960396039606,0.8502673796791445,0.3434343434343434,0.9095890410958904,0.39267015706806285,0.5681818181818181,0.5672727272727274,0.6561085972850679,0.9069767441860466,
(E)-Nerolidol,0.8687943262411348,0.8493788819875777,0.8343949044585988,0.7923809523809524,0.8364153627311524,0.8395225464190982,0.7558139534883721,0.9148936170212766,0.9141630901287554,0.9109589041095891,0.9359223300970874,0.9296187683284458,0.8788819875776398,0.7506493506493507,0.7548209366391185,0.7202072538860105,0.8123393316195373,0.8839285714285715,0.8737541528239203,0.8646616541353385,0.9130434782608696,0.7164179104477613,0.7844036697247707,0.7421383647798743,0.926530612244898,0.7988165680473374,0.8044444444444445,0.0,0.728937728937729,0.8810975609756098,0.6119402985074627,0.6169354838709677,0.6293436293436294,0.9367088607594937,0.5404255319148936,0.6380368098159509,0.7867132867132868,0.8419117647058824,0.5285714285714286,0.84,0.8691860465116279,0.808,0.731958762886598,0.7293729372937294,0.7027027027027026,0.8530465949820789,
ZINC1676040,0.5902777777777778,0.7358778625954199,0.7262830482115086,0.7482638888888888,0.7819650067294751,0.7944862155388472,0.5285714285714286,0.8845208845208846,0.8863261943986821,0.8951219512195122,0.8933582787652012,0.9035250463821893,0.6745562130177515,0.6146341463414634,0.5432432432432432,0.7117516629711752,0.5923076923076923,0.653061224489796,0.6258064516129032,0.5645756457564576,0.8055555555555556,0.8103448275862069,0.5203836930455636,0.7251308900523561,0.7132352941176471,0.5833333333333333,0.48510638297872344,0.728937728937729,0.0,0.8506329113924052,0.6690909090909092,0.5901639344262295,0.61875,0.9240506329113924,0.7887323943661972,0.7489878542510122,0.19166666666666665,0.3790322580645161,0.8943396226415095,0.46212121212121215,0.9032258064516129,0.4221311475409836,0.6306306306306306,0.627906976744186,0.7331081081081081,0.9175531914893618,
ZINC175245225,0.8360655737704918,0.724812030075188,0.7421289355322339,0.7090592334494774,0.7732095490716181,0.7246753246753247,0.8369565217391305,0.8718367346938776,0.8726376335250617,0.8761206193969031,0.827485380116959,0.9042844120328168,0.8358208955223881,0.7876288659793815,0.7900432900432901,0.802788844621514,0.8458417849898581,0.841346153846154,0.8385416666666667,0.8314285714285715,0.8725761772853187,0.7010676156583631,0.7702702702702703,0.8758314855875832,0.9085545722713865,0.8847826086956522,0.9132947976878613,0.8810975609756098,0.8506329113924052,0.0,0.903409090909091,0.8219895287958117,0.8391959798994975,0.946360153256705,0.6803519061583578,0.9033333333333334,0.8298969072164949,0.9067357512953368,0.9425675675675675,0.9104859335038364,0.9170305676855897,0.8994565217391305,0.9006928406466513,0.8968609865470852,0.9058171745152355,0.9456790123456791,
ZINC1846611,0.8770764119601329,0.8069073783359498,0.796474358974359,0.7320388349514564,0.7904624277456648,0.8064085447263019,0.6413373860182371,0.9135180520570949,0.9146238377007608,0.9178541492036882,0.9227053140096619,0.9400570884871551,0.8888888888888888,0.6666666666666667,0.6694915254237288,0.6812339331619538,0.7853535353535354,0.8901408450704226,0.8881987577639752,0.8736842105263158,0.8647686832740213,0.740909090909091,0.7607223476297968,0.5246478873239437,0.8629032258064517,0.6111111111111112,0.5077720207253886,0.6119402985074627,0.6690909090909092,0.903409090909091,0.0,0.5859375,0.6044776119402986,0.9064327485380117,0.7163120567375887,0.5739644970414202,0.6690909090909092,0.6311475409836066,0.6196319018404908,0.631578947368421,0.8698060941828255,0.5391705069124424,0.46640316205533594,0.4696969696969697,0.5311004784688995,0.8547297297297298,
ZINC1849759,0.6326530612244898,0.71850699844479,0.700159489633174,0.6697588126159555,0.7486111111111111,0.7590673575129534,0.603825136612022,0.8758278145695365,0.8766666666666667,0.8856907894736843,0.8824644549763034,0.9082483781278962,0.6586102719033233,0.535064935064935,0.5618279569892473,0.6229116945107399,0.5917312661498708,0.6876790830945558,0.6934984520123839,0.6101083032490975,0.8393939393939394,0.7132075471698114,0.6099773242630385,0.7085561497326203,0.8389261744966443,0.6454293628808865,0.6865671641791045,0.6169354838709677,0.5901639344262295,0.8219895287958117,0.5859375,0.0,0.21224489795918366,0.9227467811158799,0.6123778501628665,0.6322869955156951,0.5121107266435987,0.7161290322580645,0.790794979079498,0.7197452229299364,0.8788598574821853,0.7171717171717171,0.6507462686567165,0.631578947368421,0.6509090909090909,0.8774373259052926,
ZINC2018831,0.689873417721519,0.7138461538461539,0.7098283931357254,0.6841155234657039,0.747599451303155,0.7595907928388748,0.6236842105263158,0.8677685950413223,0.8694929343308396,0.881342062193126,0.8869158878504673,0.8991674375578169,0.7008547008547009,0.5116279069767442,0.5755208333333333,0.5909090909090908,0.6212871287128713,0.7262872628726288,0.7346938775510203,0.6722408026755853,0.841642228739003,0.7392857142857143,0.6080178173719377,0.7109375,0.8451612903225807,0.6568364611260054,0.7,0.6293436293436294,0.61875,0.8391959798994975,0.6044776119402986,0.21224489795918366,0.0,0.9308943089430894,0.6481481481481481,0.6277056277056277,0.5833333333333333,0.7227414330218069,0.8055555555555556,0.7261538461538461,0.8770301624129931,0.732258064516129,0.6628242074927955,0.6363636363636365,0.6701388888888888,0.8783783783783784,
